-2.397792539898151176e+01,3.722725607625123700e+01,1.733616943255050558e+01
-2.361176719139051272e+01,3.867003144950845694e+01,1.420786647578045958e+01
-2.384885211859316101e+01,3.959554772260796085e+01,1.011292980160326493e+01
-2.369198842964758711e+01,4.009055773866780470e+01,6.238929431560588768e+00
-2.235877125453103176e+01,4.098377182020247744e+01,3.265272328173857375e+00
-2.005546061166620930e+01,4.223271422021858257e+01,6.341586924850481921e-01
-1.679517405520728701e+01,4.333374042174097696e+01,-3.416903498266190553e+00
-1.246258627704920485e+01,4.374526323441058651e+01,-7.811970291752690088e+00
-8.695321142165903794e+00,4.323015711685178530e+01,-1.147221660739131721e+01
-5.475134044676670975e+00,4.225526486223523648e+01,-1.443993831756776025e+01
-2.968886202697717192e+00,4.089124237053989930e+01,-1.700781456005396564e+01
-1.004099124161537571e+00,3.910355445476601233e+01,-1.928251534297319125e+01
6.272923329587203334e-01,3.750579329680578411e+01,-2.120561523526912495e+01
1.521170973822568495e+00,3.676608942411775871e+01,-2.198055985015314917e+01
1.337131119035971372e+00,3.667976822730332032e+01,-2.201215071640670828e+01
4.745752512901880160e-01,3.682813668337412594e+01,-2.194728025887410894e+01
-3.359420802212925716e-02,3.640855975650504917e+01,-2.239507374147667207e+01
-1.934382343212164068e+00,3.581023476651453308e+01,-2.281504001568645634e+01
-3.644611679048410213e+00,3.235655110635893550e+01,-2.565242768648847260e+01
-4.401311941090581215e+00,2.763702585683992297e+01,-2.844253559346585547e+01
-5.518304204603386331e+00,2.169917424878071799e+01,-3.062729520585369158e+01
-8.414978613841629596e+00,1.468183865227900853e+01,-3.208694670293571960e+01
-1.209885813001267785e+01,6.921209414923081837e+00,-3.148425810122596147e+01
-1.467509870669429617e+01,-1.069124144131537335e+00,-2.893687314678662759e+01
-1.628583561609924857e+01,-6.728448330661553456e+00,-2.605909755434781871e+01
-1.844229627460207865e+01,-1.078754192937115164e+01,-2.196334016587325166e+01
-2.202528115582927271e+01,-1.356487927736019117e+01,-1.654243465144466541e+01
-2.478986217749703869e+01,-1.465274315327708798e+01,-1.193215266851679601e+01
-2.664432697916327086e+01,-1.490735595189294749e+01,-8.738510762766871665e+00
-2.780112860018754617e+01,-1.464425739277398364e+01,-5.933313237139640428e+00
-2.925639282230138605e+01,-1.364033462266098518e+01,-4.485337714044017154e+00
-3.052183650826908945e+01,-1.248966246382645906e+01,-2.936640887506435149e+00
-3.206409837867582269e+01,-1.087895480341255805e+01,-1.032310780677915041e+00
-3.336045249818427294e+01,-8.924311447295082189e+00,-4.286657299905973773e-01
-3.497667234537716041e+01,-6.063461035723078041e+00,6.339463008786729858e-01
-3.603515535425895422e+01,-2.907526320728554659e+00,1.391981784613417705e+00
-3.699036463997955337e+01,-4.869576166909568293e-01,1.682261597047725932e+00
-3.735495812283591732e+01,2.020148107312900176e+00,2.582121853379643728e+00
-3.805872790846775189e+01,4.656752397223323570e+00,3.764452563146443165e+00
-3.829479300430408273e+01,7.289936270653194050e+00,4.910663695197001744e+00
-3.839794181578766796e+01,9.751145831183094970e+00,5.216604574854653897e+00
-3.818577620432779440e+01,1.157989331965656277e+01,5.681720019358296625e+00
-3.827355150274512141e+01,1.362696354208104665e+01,6.225946995399274542e+00
-3.771429696872958459e+01,1.600637204930961133e+01,6.915307221921915826e+00
-3.703594347199247494e+01,1.901073371490458896e+01,8.150342248051874350e+00
-3.574782700470834840e+01,2.285403341108589714e+01,9.702974661742910456e+00
-3.380722683844832233e+01,2.704148462612259607e+01,1.053291159693679191e+01
-3.208731914614455860e+01,3.018462157907563537e+01,1.094736982756483812e+01
-3.007357804013962621e+01,3.300039264831477936e+01,1.027662692329993988e+01
-2.742346590261884032e+01,3.631320383599323520e+01,9.363069211189028351e+00
-2.395474800239975366e+01,3.963825990402663280e+01,8.737661925387410378e+00
-2.056191811424858784e+01,4.191649873874636256e+01,7.931725723171055620e+00
-1.734857677614304450e+01,4.383467139325354367e+01,6.476057109673199363e+00
-1.433751989870480159e+01,4.519968005777563747e+01,5.031093502307449228e+00
-1.180191692343399801e+01,4.591225703304449723e+01,3.584013820287669461e+00
-8.491821697920613587e+00,4.677338474616617248e+01,2.309625865335451778e+00
-5.495360683424178383e+00,4.711224741667010107e+01,5.385037692782930208e-01
-3.652706176646105973e+00,4.705767552973394174e+01,-6.697934945631409676e-01
-2.818314561304233301e+00,4.686841685264919732e+01,-1.798482905072209093e+00
-2.295261811150417941e+00,4.680093200462917480e+01,-2.517842075337135554e+00
-2.023971809021560819e-01,4.662822252826066460e+01,-3.521360424062418559e+00
1.367251291784041811e+00,4.649869042098427485e+01,-4.273999185606385254e+00
1.812899225351671362e+00,4.656342293325265302e+01,-4.367848112943484296e+00
1.349582432888901451e+00,4.626879088740722779e+01,-5.418349663338798194e+00
-1.468395752915769847e-01,4.519066367169601506e+01,-8.758475840622519826e+00
-1.811025363390334153e+00,4.389763413851433427e+01,-1.214159397172733712e+01
-3.719026350883539500e+00,4.131857757562062972e+01,-1.621671255615158458e+01
-5.551264237986449857e+00,3.806049469646761452e+01,-1.994948743251831758e+01
-7.986255037658251510e+00,3.435807515394054690e+01,-2.324345727704138653e+01
-9.995647633247266128e+00,2.968242889561239295e+01,-2.608960580861414869e+01
-1.210433839424207925e+01,2.523146040524945022e+01,-2.789949386379634078e+01
-1.378029598149836943e+01,2.192771011587065999e+01,-2.866697297826627278e+01
-1.448722607021670861e+01,1.866982244859601181e+01,-2.931070102417101708e+01
-1.478470911804295973e+01,1.629313273574927123e+01,-2.965702146120071347e+01
-1.534851495679947142e+01,1.418746921191879728e+01,-2.972824014269541237e+01
-1.554424108598278309e+01,1.225444808171720013e+01,-2.973627709168298239e+01
-1.559807234182283864e+01,1.113947791965459366e+01,-2.985907665847685166e+01
-1.638211892804148917e+01,9.763958641169212527e+00,-2.957062967001294851e+01
-1.704144927758726880e+01,9.049513234029436859e+00,-2.913585702783693421e+01
-1.723795305689502655e+01,8.556777435951419264e+00,-2.905602158451642936e+01
-1.689496460377240439e+01,7.892283148125251557e+00,-2.923846681594478270e+01
-1.625293780257463538e+01,6.723907908898663521e+00,-2.925033639495960358e+01
-1.585349682415274586e+01,4.603678815265238811e+00,-2.926693444507751352e+01
-1.541084489507719368e+01,2.061585646684546802e+00,-2.891838661200283056e+01
-1.503141515040952214e+01,-2.798138745663434790e+00,-2.776302004710694860e+01
-1.410528121219446795e+01,-9.112248852264494658e+00,-2.501475777974518167e+01
-1.275580502880871769e+01,-1.548180181958608692e+01,-2.029446827305608281e+01
-1.201531327465934496e+01,-2.086721935220946733e+01,-1.417967261323641992e+01
-1.169796097135562007e+01,-2.461106381842139257e+01,-7.138154301934367396e+00
-1.136240255790181131e+01,-2.618652942081756407e+01,-7.692262377443732646e-01
-1.147392335777308681e+01,-2.648367211907009633e+01,3.907504813756377260e+00
-1.199005157470960192e+01,-2.618560672664775524e+01,7.975351502794945091e+00
-1.292202175661394747e+01,-2.536457466950894712e+01,1.223301212116175307e+01
-1.431775956628900914e+01,-2.334927436823620539e+01,1.646500274760854765e+01
-1.631038408241260029e+01,-2.155386171562047792e+01,1.861284374371850348e+01
-1.854182076669554036e+01,-1.954376256868611250e+01,2.022568711600550984e+01
-2.093220604931450879e+01,-1.678284793711113210e+01,2.205256658597443220e+01
-2.297337047095717821e+01,-1.285154089402647770e+01,2.454127563622782660e+01
-2.440005720990361837e+01,-8.330733324825697395e+00,2.719792011209796101e+01
-2.504556845544586352e+01,-3.315388608415618776e+00,2.984669956827318771e+01
-2.581066888593444020e+01,1.002080512844376159e+00,3.054436547559027559e+01
-2.725961517543379742e+01,4.004910805103168769e+00,3.024453071102982449e+01
-2.815279315763445922e+01,6.707401486957792258e+00,2.967101418415297687e+01
-2.906331318391375618e+01,9.228607593091149752e+00,2.889010634571093306e+01
-3.002873043524342833e+01,1.032497784078461045e+01,2.776760654134227480e+01
-3.043424041411073233e+01,1.063462771401007956e+01,2.740840936283096241e+01
-2.980713539948509094e+01,1.165485032031767609e+01,2.793339806195723796e+01
-2.951633559482045399e+01,1.368555362380792850e+01,2.846027524574940060e+01
-2.849700067170373785e+01,1.713153315839513624e+01,2.891346545054274486e+01
-2.694288822830586483e+01,2.065519170770440383e+01,2.925403694253156672e+01
-2.570154592985348785e+01,2.564367950249041073e+01,2.821789273473818938e+01
-2.411159790432720484e+01,3.000379372242944243e+01,2.659995414962125082e+01
-2.270962679561229436e+01,3.308673891790066790e+01,2.501221426788701407e+01
-2.071301729724755702e+01,3.761108978380147505e+01,2.138018016104523156e+01
-1.764898469674114878e+01,4.167106728639179636e+01,1.708532383032892454e+01
-1.397043591780787786e+01,4.461900924445316718e+01,1.358869729995574360e+01
-9.871657276574048012e+00,4.674593207547207641e+01,8.815635712142778857e+00
-6.082700696010013175e+00,4.781559414195365321e+01,3.645865205231405781e+00
-2.921424877057187341e+00,4.762809034253401563e+01,-8.622476506881682212e-01
-4.136987262905962304e-01,4.678656932788167921e+01,-4.866457427243325640e+00
1.403537709220399332e+00,4.584624580163469432e+01,-7.257340821187437285e+00
2.280813460399429893e+00,4.518650809174691574e+01,-8.957843514671136376e+00
3.118853818680205947e+00,4.443794621381467636e+01,-1.045498728625728191e+01
4.402705517936866819e+00,4.377842432707871012e+01,-1.157750040209692344e+01
5.274527402572849688e+00,4.310687338313961448e+01,-1.241017436660180273e+01
5.054574083010406227e+00,4.232380985957745168e+01,-1.354381983820210955e+01
5.342790222760278596e+00,4.196032326288436565e+01,-1.422967182719985146e+01
5.229308533989998509e+00,4.137149081749715407e+01,-1.517469577270237480e+01
5.396006344697957147e+00,4.127652743859032114e+01,-1.535049621801401898e+01
5.913441820900477985e+00,4.117292187759110789e+01,-1.567050624238373757e+01
6.334901059819603830e+00,4.068607592585383514e+01,-1.625966931760718381e+01
6.942819519845666143e+00,3.939207479477833118e+01,-1.787296786987048591e+01
7.232552464113800816e+00,3.784955360448318373e+01,-1.936485901821078670e+01
7.077540036616378316e+00,3.652785811936904992e+01,-2.101258842316485698e+01
6.192148871332109117e+00,3.492130603890424823e+01,-2.271755085594475787e+01
4.710524629232311966e+00,3.319209622549399086e+01,-2.463274458672706402e+01
3.527487899899715007e+00,3.244790575066267024e+01,-2.535253110662054965e+01
2.556328462941126478e+00,3.178231173580395463e+01,-2.591386697345120993e+01
1.600379131640538244e+00,3.067827090391192613e+01,-2.670539632698215371e+01
1.709444291849055997e-01,2.951722229659336350e+01,-2.752993653998525403e+01
-1.632350664203468416e+00,2.812310310373883127e+01,-2.848678892268387131e+01
-3.752765304139447533e+00,2.679032954804194233e+01,-2.910344150232675275e+01
-5.606693745736915702e+00,2.521083728225666931e+01,-2.952671625442102510e+01
-6.290376197339449860e+00,2.392050593218336019e+01,-3.005573734321495039e+01
-5.785404645658091205e+00,2.341048576992055885e+01,-3.026432105801060857e+01
-6.251429123527071141e+00,2.225917907172693333e+01,-3.056576105655331688e+01
-7.700913555467548299e+00,2.006017123633890975e+01,-3.084863102926902201e+01
-9.251088936840645260e+00,1.772736051468302421e+01,-3.125099209089410124e+01
-1.121448501372235995e+01,1.334681148987374577e+01,-3.142049160867436797e+01
-1.356584712225386724e+01,7.779968322294008587e+00,-3.064302303559075114e+01
-1.654263314229832460e+01,3.301534231140616171e+00,-2.892812680489263499e+01
-1.962252947809573556e+01,-4.172263701279614878e-01,-2.627699531981047443e+01
-2.292139868900608590e+01,-4.773205621391360509e+00,-2.194863180782698819e+01
-2.595042038653872041e+01,-8.421999014683366980e+00,-1.630203368781306494e+01
-2.798118436391917285e+01,-1.167417386848001115e+01,-9.249073147124750705e+00
-2.987702413901767784e+01,-1.294107639458690251e+01,-6.370073359213552777e-01
-3.104088195586407295e+01,-1.167477729872712722e+01,6.434143177396145497e+00
-3.142876921368025478e+01,-9.737425987971526808e+00,1.224165188371225987e+01
-3.121861827107677811e+01,-7.106300509371667573e+00,1.776001752012904689e+01
-3.016874586707982075e+01,-3.115105225970108194e+00,2.324365574170045079e+01
-2.794104166812424594e+01,1.796795599949300382e+00,2.819130369585886342e+01
-2.583276324670675450e+01,6.035128309646513145e+00,3.165631768424274384e+01
-2.284962844043056762e+01,1.050719968560860806e+01,3.447655532243635434e+01
-1.890919090574377037e+01,1.487996982093277154e+01,3.681380357173473783e+01
-1.533351115250776786e+01,1.847217940392478752e+01,3.778245656128171959e+01
-1.235709897631000231e+01,2.103644164376736470e+01,3.835298063851168138e+01
-9.370354814011712108e+00,2.338738709211893863e+01,3.837449360790209596e+01
-6.784405918431508198e+00,2.579854490922578591e+01,3.788714743683686947e+01
-3.023496320707141471e+00,2.824942613757439602e+01,3.714439296712764360e+01
1.004638629749551537e+00,3.071483939435613308e+01,3.587684955793253749e+01
4.562936951990109513e+00,3.256394167486385527e+01,3.420784092818820454e+01
6.910687922127160654e+00,3.372519317523786953e+01,3.262914515790833292e+01
8.198640090816850190e+00,3.428082659508316965e+01,3.191332205551604062e+01
8.411256537584677062e+00,3.462067379357728214e+01,3.135360594154439084e+01
8.876790793228904519e+00,3.569905805498723339e+01,3.024960719083627581e+01
1.007906021500509652e+01,3.735967036324856849e+01,2.808532555502433326e+01
1.117485800598912249e+01,3.882605159333495237e+01,2.573242239311460366e+01
1.190925933056156616e+01,4.046577683914895118e+01,2.313578075193528605e+01
1.166651863367699704e+01,4.305670846991434075e+01,1.880989884892690966e+01
1.087042899581406097e+01,4.505450333493122628e+01,1.370197236494150417e+01
9.689493351284859557e+00,4.693531449019157975e+01,7.136826486765698974e+00
7.189570192847597241e+00,4.733861987331660970e+01,5.042667267747091842e-01
3.807204844587955606e+00,4.687664196337087219e+01,-5.053272752312679472e+00
2.438726374950539455e-01,4.553209639616957816e+01,-9.824211108612619370e+00
-2.059306342764941178e+00,4.304937291501034480e+01,-1.480753797938772109e+01
-4.327023584743210805e+00,3.948893325317006031e+01,-1.946395461934050886e+01
