1.884e+00,1.007e-01
-2.536e-01,2.482e+00
-4.228e-01,3.312e+00
-5.624e-01,3.206e+00
5.549e-01,-4.058e-01
1.732e-01,1.576e+00
1.919e+00,3.131e-01
1.911e+00,-6.467e-01
8.095e-01,-8.054e-01
-1.133e+00,6.995e+00
1.676e+00,-8.462e-04
-5.899e-02,1.189e+00
-6.771e-01,3.634e+00
1.231e+00,-4.672e-01
-6.227e-01,3.898e+00
-3.905e-01,2.228e+00
1.260e+00,-9.923e-01
1.746e-01,6.253e-01
1.668e-01,6.798e-01
2.037e-01,1.008e+00
-1.328e+00,8.704e+00
1.442e+00,-9.984e-01
2.533e-01,-3.989e-01
-1.449e+00,9.962e+00
2.633e+00,1.909e+00
1.661e+00,-4.517e-01
1.721e-01,5.345e-01
2.131e+00,-1.017e+00
8.181e-01,-1.490e+00
1.491e+00,-1.079e+00
-2.099e-01,2.711e+00
3.288e+00,5.329e+00
9.329e-01,-5.758e-01
-1.136e-01,1.694e+00
2.928e+00,3.722e+00
-5.010e-01,4.161e+00
9.671e-02,3.456e-01
-6.907e-01,3.076e+00
5.447e-01,-6.055e-01
1.303e+00,-1.600e+00
2.891e-01,-4.314e-01
1.368e+00,-1.171e+00
5.587e-01,-6.153e-01
-1.349e+00,9.776e+00
7.917e-01,-4.774e-01
-2.126e-01,1.501e+00
1.197e+00,-1.378e+00
3.204e+00,5.076e+00
-7.238e-01,4.380e+00
2.050e+00,-3.460e-01
2.577e+00,2.517e+00
1.859e-01,-1.438e-02
-9.079e-02,1.747e+00
3.427e+00,6.181e+00
-2.953e-01,2.509e+00
3.520e-01,2.954e-02
1.726e+00,5.498e-03
2.926e+00,4.569e+00
1.263e+00,-8.523e-02
9.835e-01,-7.506e-01
1.431e+00,-1.872e+00
3.276e+00,6.200e+00
3.409e-01,7.304e-01
3.258e+00,6.102e+00
2.608e+00,1.631e+00
2.091e+00,-7.786e-01
2.374e+00,1.506e+00
1.538e+00,-1.450e+00
3.311e+00,4.942e+00
1.221e+00,-1.136e+00
2.832e+00,2.855e+00
-2.764e-01,2.354e+00
8.322e-02,4.562e-01
2.358e+00,9.401e-01
1.998e-01,-9.325e-02
1.284e+00,-5.970e-01
2.306e+00,5.980e-01
1.938e+00,6.606e-02
-1.238e+00,7.012e+00
2.453e+00,1.806e+00
1.856e+00,-4.910e-01
4.831e-01,-3.069e-01
-8.032e-01,5.228e+00
2.404e+00,1.215e+00
-1.492e+00,9.817e+00
1.551e+00,-9.763e-01
1.288e+00,-1.275e-01
1.493e+00,-1.056e+00
-8.727e-01,5.249e+00
2.818e+00,3.362e+00
2.725e+00,1.879e+00
3.053e+00,3.435e+00
2.224e+00,2.920e-01
4.032e-01,-6.355e-01
2.926e+00,3.884e+00
2.466e+00,2.252e+00
3.411e+00,7.724e+00
1.076e+00,-1.094e+00
1.220e+00,-1.257e+00
-1.831e-01,1.243e+00
2.507e+00,1.613e+00
2.040e+00,-1.284e-01
2.335e+00,1.064e+00
1.103e+00,-1.114e+00
2.470e+00,1.666e+00
1.918e+00,8.692e-02
2.217e+00,3.076e-01
1.732e+00,-3.962e-01
1.465e+00,-2.729e-01
1.400e+00,-1.698e+00
-8.547e-01,5.401e+00
8.796e-01,-7.645e-01
1.207e-01,7.206e-01
6.105e-01,-5.680e-01
2.332e+00,7.720e-01
-6.580e-01,4.352e+00
6.951e-01,-9.015e-01
2.713e+00,2.586e+00
3.105e+00,3.960e+00
3.462e+00,7.669e+00
1.634e+00,8.091e-02
5.064e-01,-1.491e-01
1.568e+00,-6.189e-01
1.933e+00,2.009e-01
1.203e-01,1.011e+00
1.834e+00,3.467e-01
9.682e-01,-1.364e+00
1.366e+00,-6.415e-01
3.460e+00,6.852e+00
1.444e+00,-5.552e-01
2.106e+00,7.051e-02
7.144e-01,-1.102e+00
-1.344e-01,1.806e+00
-9.896e-01,5.515e+00
2.540e+00,1.027e+00
-1.168e+00,7.155e+00
1.592e+00,-1.278e+00
2.421e+00,8.904e-01
-5.169e-01,3.876e+00
1.317e+00,-1.733e+00
1.829e+00,3.341e-01
2.487e+00,2.268e+00
3.006e+00,3.348e+00
3.253e+00,5.233e+00
4.192e-01,9.133e-02
-1.399e+00,8.451e+00
1.599e+00,-9.034e-01
3.009e+00,3.622e+00
2.685e+00,2.497e+00
1.751e+00,-1.281e+00
1.594e+00,-1.797e+00
1.453e+00,-1.756e+00
6.153e-01,-6.155e-01
-6.854e-02,1.119e+00
-8.843e-01,5.838e+00
3.112e+00,5.095e+00
1.557e+00,4.952e-01
-1.073e+00,6.704e+00
1.416e+00,-1.226e+00
-2.817e-01,2.073e+00
-4.574e-01,2.626e+00
2.705e+00,2.980e+00
5.106e-01,-3.049e-01
2.598e+00,1.458e+00
1.732e-02,5.180e-01
-1.028e+00,6.127e+00
3.115e+00,5.501e+00
-4.761e-01,2.949e+00
-5.985e-01,4.148e+00
-2.714e-01,2.481e+00
8.162e-01,-5.076e-01
2.923e+00,3.029e+00
7.960e-01,-9.660e-01
2.314e+00,9.291e-01
1.708e+00,-5.124e-01
1.018e+00,-8.801e-01
1.333e-01,-8.898e-03
1.139e+00,-1.314e-01
1.845e+00,9.243e-02
3.428e+00,6.200e+00
4.382e-02,1.169e+00
2.235e+00,1.135e+00
2.767e+00,2.737e+00
2.704e+00,4.017e+00
-2.924e-01,2.578e+00
8.255e-01,-1.191e+00
2.343e+00,1.316e+00
1.428e+00,-8.214e-01
2.878e+00,2.933e+00
-3.912e-01,2.348e+00
-2.650e-01,1.618e+00
2.664e+00,2.421e+00
-1.122e+00,7.680e+00
6.626e-01,-5.461e-01
2.613e+00,1.666e+00
-4.617e-01,3.103e+00
9.016e-02,8.156e-01
-5.276e-01,3.327e+00
4.919e-03,1.516e+00
3.906e-01,-1.128e-01
-5.376e-01,2.697e+00
2.407e+00,1.887e+00
-1.469e+00,9.128e+00
6.185e-03,1.727e+00
2.859e-01,4.808e-01
5.551e-01,-5.834e-01
-1.246e+00,8.707e+00
2.286e+00,7.661e-01
3.185e+00,5.618e+00
2.294e+00,2.652e-01
2.095e+00,4.165e-01
1.426e+00,-1.709e+00
-1.498e+00,9.518e+00
1.320e+00,-1.007e+00
2.140e-01,6.964e-01
-4.459e-01,2.204e+00
3.070e+00,3.517e+00
2.559e+00,8.720e-01
1.954e+00,4.922e-01
-7.140e-01,3.275e+00
3.510e-01,3.533e-01
2.798e-01,6.717e-01
-4.670e-01,2.546e+00
-5.516e-01,3.600e+00
-6.852e-01,4.430e+00
6.874e-01,-2.320e-01
3.454e+00,6.184e+00
2.098e-01,8.469e-01
3.105e+00,5.085e+00
2.071e+00,-2.266e-01
4.204e-01,-7.411e-01
-7.776e-02,1.160e+00
2.277e+00,1.308e-01
8.360e-01,-5.067e-01
-1.470e+00,1.001e+01
-8.282e-01,5.422e+00
1.790e+00,-3.233e-01
1.536e+00,-1.632e-01
-1.074e+00,5.930e+00
1.824e+00,-8.211e-01
-1.265e+00,9.072e+00
1.409e+00,-8.500e-01
1.651e+00,-1.599e+00
1.835e-01,-2.750e-01
1.671e+00,-8.610e-01
3.231e+00,4.768e+00
2.950e+00,3.463e+00
1.291e+00,-7.086e-01
2.004e+00,3.421e-01
6.765e-01,-7.032e-01
8.203e-01,-7.016e-01
2.730e+00,2.736e+00
1.288e+00,-9.156e-01
-3.735e-01,3.000e+00
2.358e-02,1.055e-01
8.076e-01,-9.601e-01
3.401e+00,6.124e+00
2.890e+00,3.005e+00
1.287e+00,-1.469e+00
1.680e-01,-6.911e-01
-8.574e-01,4.903e+00
2.176e+00,8.459e-01
1.838e+00,-5.939e-02
5.001e-01,2.325e-01
5.370e-01,-1.214e+00
1.734e+00,-1.160e+00
-9.299e-01,5.481e+00
-9.144e-01,5.433e+00
1.196e+00,-1.439e+00
1.168e+00,-9.360e-01
2.866e+00,3.313e+00
-1.246e+00,8.009e+00
